"correo","sexo","compañeros","hablar","estresarme","me importan los demas","desordenado","comodidad","malas palabras","empatico","social","conversaciones","orden y limpieza","divertirme","estudiar con otros","videojuegos","leer","deportes","anime","futbol","maquillaje","musica","acostarme tarde","Describase a si mismo","objetivo","puntuacion"
"lorem 835","M",3,1,5,3,1,3,2,5,3,2,4,3,1,1,2,1,3,5,2,5,4,"lorem",1,2.727272727272727
"lorem 836","F",3,3,4,1,5,4,1,1,1,5,3,1,1,1,1,3,3,2,5,1,4,"lorem",2,2.5
"lorem 837","M",5,3,5,2,2,4,4,2,4,3,4,1,3,2,4,2,2,1,5,1,4,"lorem",5,3.090909090909091
"lorem 838","F",3,2,2,2,3,3,1,3,3,1,4,3,1,2,1,3,2,1,1,5,2,"lorem",5,2.409090909090909
"lorem 839","F",5,2,1,1,5,5,3,4,1,3,5,1,3,3,2,2,5,2,2,1,4,"lorem",4,2.909090909090909
"lorem 840","F",4,5,5,3,4,1,4,5,4,3,2,1,5,4,2,3,1,1,3,1,4,"lorem",1,3
"lorem 841","F",1,2,2,1,2,2,3,3,2,2,2,4,1,1,2,4,3,2,1,2,4,"lorem",4,2.272727272727273
"lorem 842","M",4,2,1,4,1,5,4,3,5,1,2,3,2,4,5,5,2,1,4,2,3,"lorem",5,3.090909090909091
"lorem 843","M",2,1,5,2,4,5,2,3,3,5,5,2,2,2,1,5,2,1,4,5,2,"lorem",4,3.0454545454545454
"lorem 844","M",2,3,5,5,5,5,3,4,3,2,5,2,5,1,1,3,3,1,1,4,4,"lorem",5,3.272727272727273
"lorem 845","M",1,1,4,4,5,1,3,3,5,3,5,3,5,1,5,4,4,5,5,5,3,"lorem",4,3.590909090909091
"lorem 846","M",1,4,5,2,3,3,1,1,4,5,2,1,3,2,5,1,2,2,2,2,2,"lorem",4,2.590909090909091
"lorem 847","F",4,4,5,5,4,2,1,1,3,3,3,3,3,3,4,3,2,2,2,5,4,"lorem",4,3.1818181818181817
"lorem 848","M",3,1,3,1,5,4,3,2,1,1,4,3,4,5,3,5,1,1,4,1,3,"lorem",5,2.8636363636363638
"lorem 849","M",3,2,4,4,1,5,1,3,1,4,5,1,1,4,1,1,3,3,2,1,3,"lorem",2,2.5
"lorem 850","F",1,4,2,2,1,1,2,5,2,2,1,5,3,3,2,3,2,5,3,1,3,"lorem",1,2.4545454545454546
"lorem 851","F",3,1,4,2,5,2,5,2,1,5,4,4,2,2,2,1,4,2,4,3,1,"lorem",1,2.727272727272727
"lorem 852","F",3,5,2,2,1,3,2,3,5,3,4,4,3,4,1,4,4,4,2,1,4,"lorem",3,3.0454545454545454
"lorem 853","F",2,1,1,1,1,3,2,4,1,1,2,3,1,3,1,3,4,1,5,3,5,"lorem",5,2.409090909090909
"lorem 854","M",4,5,4,3,4,4,3,1,4,4,1,5,2,1,5,3,4,4,5,1,5,"lorem",2,3.3636363636363638
"lorem 855","F",1,1,2,1,1,4,2,1,3,2,2,3,2,5,3,1,3,2,5,3,1,"lorem",1,2.227272727272727
"lorem 856","M",2,5,1,5,5,1,3,4,2,4,1,5,3,1,1,5,1,5,2,2,5,"lorem",2,2.9545454545454546
"lorem 857","F",1,1,4,2,2,1,1,4,3,3,4,4,5,3,1,5,4,4,2,5,1,"lorem",3,2.8636363636363638
"lorem 858","F",4,4,5,2,2,1,2,3,2,1,4,5,1,4,4,3,2,3,4,1,5,"lorem",1,2.8636363636363638
"lorem 859","F",4,3,2,3,5,1,3,5,4,3,5,2,4,2,2,3,3,5,4,1,3,"lorem",1,3.090909090909091
"lorem 860","F",3,2,3,3,3,4,3,1,4,2,4,2,5,5,4,4,2,1,2,5,3,"lorem",4,3.1363636363636362
"lorem 861","M",3,3,1,4,2,5,2,3,3,4,2,4,5,1,3,4,5,4,5,4,2,"lorem",1,3.1818181818181817
"lorem 862","M",5,4,3,3,1,4,2,4,5,4,2,1,4,5,2,1,4,5,2,5,4,"lorem",1,3.227272727272727
"lorem 863","M",2,3,1,2,3,4,1,5,4,5,2,1,1,3,1,1,2,1,2,5,4,"lorem",4,2.590909090909091
"lorem 864","M",1,3,1,3,1,3,5,2,2,2,5,5,3,2,5,4,4,3,1,5,5,"lorem",3,3.090909090909091
"lorem 865","M",3,4,3,1,3,1,3,3,4,5,2,5,1,2,2,5,1,5,3,2,1,"lorem",5,2.909090909090909
"lorem 866","F",1,4,1,3,4,4,3,5,3,5,3,1,4,4,5,3,3,4,3,2,5,"lorem",5,3.409090909090909
"lorem 867","M",1,5,1,3,5,4,2,2,3,1,3,3,5,3,1,5,4,3,2,4,1,"lorem",3,2.909090909090909
"lorem 868","M",4,4,3,4,5,2,1,3,4,3,5,3,1,2,3,4,2,1,4,1,2,"lorem",2,2.8636363636363638
"lorem 869","F",4,3,3,2,5,3,4,4,4,4,5,3,1,1,2,4,4,5,5,2,3,"lorem",1,3.272727272727273
"lorem 870","F",4,1,2,1,4,3,1,1,5,5,1,4,5,3,1,4,3,5,3,3,1,"lorem",5,2.9545454545454546
"lorem 871","F",1,5,4,2,2,1,1,1,2,5,4,2,2,2,5,1,3,3,4,1,5,"lorem",2,2.6363636363636362
"lorem 872","F",2,3,4,4,5,3,3,5,5,4,3,2,5,2,4,4,3,5,1,3,5,"lorem",2,3.5
"lorem 873","M",1,3,4,4,1,2,4,3,2,1,5,3,4,1,3,1,2,3,3,3,2,"lorem",4,2.6818181818181817
"lorem 874","F",1,5,5,2,2,1,4,5,4,3,1,1,2,4,5,4,1,3,5,5,2,"lorem",2,3.0454545454545454
"lorem 875","M",4,5,4,5,5,1,4,4,4,4,2,3,1,4,2,2,3,4,2,1,4,"lorem",2,3.1818181818181817
"lorem 876","F",2,3,5,4,1,4,1,3,5,4,3,2,4,3,5,5,5,4,2,3,2,"lorem",1,3.227272727272727
"lorem 877","F",3,2,1,2,3,2,1,5,1,4,1,2,5,3,5,1,5,5,3,2,1,"lorem",3,2.727272727272727
"lorem 878","F",2,2,1,1,2,5,1,3,5,2,2,5,4,5,5,4,4,1,1,1,5,"lorem",1,2.8181818181818183
"lorem 879","F",2,5,2,4,2,2,5,3,3,3,1,4,1,1,5,5,4,2,2,1,3,"lorem",5,2.9545454545454546
"lorem 880","M",3,2,5,4,4,2,4,1,2,5,4,3,4,4,1,5,5,4,4,3,4,"lorem",1,3.3636363636363638
"lorem 881","M",4,5,4,5,4,1,5,4,2,4,5,3,1,3,3,1,5,1,5,4,3,"lorem",4,3.4545454545454546
"lorem 882","M",2,1,3,3,1,2,2,1,1,1,2,3,4,1,1,4,5,5,1,2,4,"lorem",5,2.4545454545454546
"lorem 883","M",4,2,2,1,3,4,2,2,3,3,4,3,4,3,4,5,1,3,5,4,1,"lorem",4,3.0454545454545454
"lorem 884","M",2,1,3,1,4,3,2,5,5,3,1,1,4,5,3,1,4,4,5,5,2,"lorem",5,3.1363636363636362
"lorem 885","F",2,2,1,2,4,5,4,1,1,4,3,2,3,4,2,4,5,1,4,1,1,"lorem",1,2.590909090909091
"lorem 886","M",3,1,2,1,2,1,2,2,1,1,4,4,5,1,1,3,3,1,4,3,5,"lorem",3,2.409090909090909
"lorem 887","M",3,3,5,4,1,2,5,4,1,5,1,2,3,5,1,1,2,3,2,5,1,"lorem",2,2.772727272727273
"lorem 888","F",2,4,4,3,2,4,5,4,2,5,4,5,3,2,4,5,5,4,3,2,5,"lorem",4,3.6818181818181817
"lorem 889","F",3,2,3,4,2,3,1,1,3,4,4,4,2,1,2,1,3,5,1,2,1,"lorem",3,2.5
"lorem 890","F",5,3,3,1,1,3,5,1,2,5,3,4,4,1,2,3,1,2,5,1,2,"lorem",4,2.772727272727273
"lorem 891","F",5,2,1,4,1,3,2,1,4,5,3,4,5,3,5,1,3,3,3,3,5,"lorem",1,3.0454545454545454
"lorem 892","M",4,2,4,5,3,3,1,2,5,5,4,3,1,5,4,5,2,1,5,2,5,"lorem",4,3.409090909090909
"lorem 893","F",1,3,5,2,2,4,2,5,4,5,5,5,2,3,5,2,2,5,4,1,2,"lorem",4,3.3181818181818183
"lorem 894","M",2,5,4,1,4,5,4,1,2,5,5,5,5,5,1,2,1,1,4,2,5,"lorem",4,3.3181818181818183
"lorem 895","F",2,4,3,1,4,4,2,4,1,5,3,1,5,4,1,5,2,3,4,2,3,"lorem",2,2.9545454545454546
"lorem 896","F",1,1,1,1,2,2,1,1,2,4,4,2,5,2,2,2,4,2,2,2,4,"lorem",1,2.1818181818181817
"lorem 897","F",3,2,3,2,5,5,2,5,4,2,1,2,4,4,3,3,4,4,4,5,4,"lorem",2,3.3181818181818183
"lorem 898","F",4,1,2,4,3,4,5,2,3,3,5,2,4,1,3,5,4,5,4,4,2,"lorem",1,3.227272727272727
"lorem 899","M",4,3,3,1,5,2,4,3,3,1,2,1,1,4,4,3,2,3,3,3,1,"lorem",2,2.6363636363636362
"lorem 900","M",5,4,4,3,2,5,2,1,1,1,4,1,5,2,4,5,5,4,3,3,3,"lorem",1,3.090909090909091
"lorem 901","M",4,3,2,3,4,1,4,1,3,1,2,1,1,4,2,2,4,5,4,4,1,"lorem",4,2.727272727272727
"lorem 902","M",5,3,3,4,4,5,1,3,3,1,5,2,5,5,3,2,1,2,5,5,4,"lorem",3,3.3636363636363638
"lorem 903","M",1,5,2,4,3,5,2,3,5,4,2,5,2,5,3,4,2,4,1,2,3,"lorem",4,3.227272727272727
"lorem 904","F",2,2,5,3,3,3,5,1,1,2,2,2,5,2,1,4,5,4,4,3,1,"lorem",2,2.8181818181818183
"lorem 905","M",4,5,5,4,2,1,1,3,2,1,3,3,3,3,2,2,5,5,5,2,1,"lorem",4,3
"lorem 906","M",3,3,3,2,1,1,4,1,1,2,2,3,4,4,5,4,2,1,4,2,5,"lorem",4,2.772727272727273
"lorem 907","F",4,5,5,4,1,4,1,5,3,4,4,5,3,4,4,4,3,3,1,1,1,"lorem",4,3.3181818181818183
"lorem 908","F",1,1,4,5,5,5,2,2,2,3,2,5,2,2,4,3,4,5,3,3,1,"lorem",1,2.9545454545454546
"lorem 909","F",3,1,5,3,2,5,5,5,2,1,4,1,1,3,1,3,1,1,4,3,4,"lorem",5,2.8636363636363638
"lorem 910","F",2,3,4,2,1,4,3,2,4,5,5,3,3,2,5,2,1,5,2,5,5,"lorem",1,3.1363636363636362
"lorem 911","M",2,2,3,1,1,2,4,5,5,5,2,2,1,3,3,2,5,4,4,4,3,"lorem",2,2.9545454545454546
"lorem 912","F",2,2,1,1,3,4,1,2,3,4,1,5,3,2,2,1,1,2,4,1,5,"lorem",1,2.3181818181818183
"lorem 913","M",5,3,1,3,1,5,3,1,5,5,1,3,4,3,4,3,1,3,3,3,4,"lorem",5,3.1363636363636362
"lorem 914","F",4,5,2,2,2,4,1,4,4,1,2,3,4,4,5,1,3,2,5,1,1,"lorem",4,2.909090909090909
"lorem 915","F",4,4,4,1,2,1,1,2,1,2,4,5,5,4,5,2,5,3,5,1,1,"lorem",3,2.9545454545454546
"lorem 916","F",4,5,1,1,1,4,5,3,5,3,5,2,4,3,2,2,5,5,3,2,3,"lorem",4,3.272727272727273
"lorem 917","F",2,3,2,1,3,1,3,2,4,5,4,3,4,1,5,3,5,1,1,1,4,"lorem",3,2.772727272727273
"lorem 918","M",4,3,5,5,5,4,3,3,4,5,5,2,1,2,3,1,4,3,2,5,2,"lorem",5,3.4545454545454546
"lorem 919","M",5,1,5,4,3,2,2,4,4,5,1,2,4,1,1,5,5,5,4,1,1,"lorem",1,3
"lorem 920","M",4,3,3,1,1,3,4,5,4,5,1,3,2,4,5,3,1,3,5,4,4,"lorem",1,3.1363636363636362
"lorem 921","M",2,2,2,3,1,1,1,5,4,4,1,2,3,2,5,3,4,3,4,4,2,"lorem",2,2.727272727272727
"lorem 922","M",5,1,4,5,4,2,4,3,5,2,1,3,3,3,5,3,2,2,3,4,3,"lorem",5,3.272727272727273
"lorem 923","F",2,3,1,2,2,3,4,3,4,3,2,4,2,2,5,5,5,5,3,1,2,"lorem",3,3
"lorem 924","M",1,5,3,3,1,4,5,4,2,2,4,3,4,1,5,3,1,2,5,4,1,"lorem",4,3.0454545454545454
"lorem 925","M",4,1,5,3,2,5,2,1,1,4,1,4,1,3,1,3,4,4,5,5,1,"lorem",1,2.772727272727273
"lorem 926","F",3,5,2,1,5,5,4,1,5,1,5,2,5,1,2,5,2,1,2,5,5,"lorem",1,3.090909090909091
"lorem 927","F",5,3,4,2,2,3,5,4,5,3,2,3,1,3,3,1,3,5,1,3,1,"lorem",1,2.8636363636363638
"lorem 928","F",1,2,1,1,3,4,2,2,2,3,1,5,5,5,5,4,2,1,5,3,2,"lorem",4,2.8636363636363638
"lorem 929","F",2,2,2,5,5,1,3,5,3,3,3,2,4,5,1,3,4,3,1,3,4,"lorem",4,3.090909090909091
"lorem 930","M",3,2,1,1,1,1,2,5,3,3,5,1,1,5,5,5,2,4,2,3,3,"lorem",2,2.727272727272727
"lorem 931","F",1,2,1,1,5,3,2,5,1,1,5,2,4,5,2,4,4,1,3,5,1,"lorem",4,2.8181818181818183
"lorem 932","M",5,4,4,1,1,4,2,5,2,1,4,3,5,5,5,1,4,2,1,3,4,"lorem",3,3.1363636363636362
"lorem 933","F",1,5,2,5,3,3,2,5,2,1,5,4,1,5,3,4,4,4,3,3,5,"lorem",4,3.3636363636363638
"lorem 934","F",1,4,4,3,4,4,5,4,3,3,1,1,4,2,4,5,1,4,1,4,2,"lorem",1,2.9545454545454546
"lorem 935","F",1,5,4,4,5,5,3,1,4,3,2,3,5,3,5,3,3,2,5,3,1,"lorem",1,3.227272727272727
"lorem 936","F",5,3,5,4,3,2,3,4,3,1,5,1,3,3,3,5,4,3,2,5,1,"lorem",2,3.1818181818181817
"lorem 937","M",5,5,5,3,4,1,1,3,4,1,1,1,1,3,5,2,3,1,3,3,1,"lorem",4,2.727272727272727
"lorem 938","M",2,3,4,4,2,4,2,3,4,3,5,4,5,3,4,1,5,5,2,1,5,"lorem",2,3.3181818181818183
"lorem 939","M",4,1,2,5,2,3,3,4,5,1,4,3,2,2,4,2,3,4,1,2,4,"lorem",2,2.8636363636363638
"lorem 940","M",1,4,1,2,1,4,2,2,3,3,5,3,5,4,4,1,2,5,1,2,2,"lorem",5,2.8181818181818183
"lorem 941","M",4,3,1,5,4,3,3,2,3,3,2,1,5,4,1,3,2,3,2,1,3,"lorem",3,2.772727272727273
"lorem 942","F",1,2,1,2,5,2,4,1,5,1,3,3,2,2,1,1,3,1,4,3,4,"lorem",1,2.3636363636363638
"lorem 943","M",2,1,4,3,4,1,1,4,4,1,1,5,4,5,3,5,2,4,2,4,3,"lorem",1,2.909090909090909
"lorem 944","M",1,4,5,5,4,1,5,3,5,4,3,1,3,2,3,5,4,4,2,5,2,"lorem",3,3.3636363636363638
"lorem 945","F",1,5,5,4,1,1,1,4,3,4,4,5,5,4,3,3,4,2,2,3,2,"lorem",1,3.0454545454545454
"lorem 946","F",1,3,2,2,5,4,5,3,5,1,4,2,3,3,2,3,5,3,1,2,2,"lorem",5,3
"lorem 947","F",4,3,2,3,1,3,3,5,5,3,4,2,4,4,2,3,3,1,3,4,1,"lorem",1,2.909090909090909
"lorem 948","F",1,3,4,2,4,1,1,5,3,2,4,4,5,1,1,3,5,2,3,3,4,"lorem",4,2.9545454545454546
"lorem 949","M",3,2,2,1,3,3,2,5,5,4,3,3,1,4,1,5,2,1,2,2,1,"lorem",2,2.590909090909091
"lorem 950","F",5,1,4,3,5,4,4,3,5,2,4,1,5,5,1,2,1,5,3,3,3,"lorem",2,3.227272727272727
"lorem 951","M",2,5,5,5,1,1,3,1,2,3,2,3,4,2,3,5,2,5,1,3,5,"lorem",5,3.090909090909091
"lorem 952","F",4,4,5,3,5,5,5,3,1,2,5,4,5,3,5,5,1,5,1,2,2,"lorem",3,3.5454545454545454
"lorem 953","F",5,5,3,4,1,2,5,5,1,4,4,3,2,5,4,2,2,1,3,1,3,"lorem",3,3.090909090909091
"lorem 954","F",3,4,3,2,4,5,5,5,3,4,3,1,4,4,4,3,4,1,5,3,1,"lorem",4,3.409090909090909
"lorem 955","F",5,5,3,4,2,3,3,1,3,2,5,1,3,4,2,2,3,2,2,2,4,"lorem",3,2.909090909090909
"lorem 956","M",1,4,5,3,2,4,3,5,2,2,4,5,3,3,3,2,3,1,2,5,1,"lorem",4,3.0454545454545454
"lorem 957","M",3,3,1,2,5,3,5,3,2,4,4,4,3,1,3,2,2,3,4,1,2,"lorem",4,2.909090909090909
"lorem 958","M",3,5,4,5,4,3,5,5,5,2,4,3,5,1,3,5,3,5,5,3,5,"lorem",5,4
"lorem 959","M",4,5,3,2,2,4,1,1,4,4,3,2,4,3,5,3,1,4,3,2,4,"lorem",3,3.0454545454545454
"lorem 960","M",4,2,3,3,2,5,3,5,2,1,1,4,5,3,4,4,5,4,3,1,3,"lorem",4,3.227272727272727
"lorem 961","F",2,1,1,3,2,4,3,3,1,5,3,2,1,1,2,3,3,5,3,5,1,"lorem",5,2.6818181818181817
"lorem 962","M",1,3,3,5,3,4,4,4,2,1,1,3,1,4,4,5,3,4,3,1,5,"lorem",5,3.1363636363636362
"lorem 963","M",5,5,4,5,4,1,5,2,4,5,2,5,4,1,1,3,5,1,5,1,5,"lorem",3,3.4545454545454546
"lorem 964","F",3,3,2,5,3,4,5,1,4,3,3,1,5,1,4,5,1,3,4,2,2,"lorem",5,3.1363636363636362
"lorem 965","F",4,3,3,5,4,2,4,1,5,4,4,4,4,3,5,1,2,5,4,4,1,"lorem",3,3.409090909090909
"lorem 966","F",1,1,5,4,1,3,4,2,3,3,1,5,3,1,1,5,1,1,4,5,1,"lorem",1,2.5454545454545454
"lorem 967","F",4,2,5,2,1,4,4,1,1,4,4,5,3,1,3,1,4,4,4,5,1,"lorem",3,3
"lorem 968","M",5,4,1,4,2,3,4,3,5,2,3,5,4,1,3,1,2,4,3,4,5,"lorem",5,3.3181818181818183
"lorem 969","F",2,2,5,5,5,5,4,4,4,3,3,5,4,5,2,1,5,1,5,1,1,"lorem",2,3.3636363636363638
"lorem 970","M",5,5,3,4,4,4,5,5,5,3,2,4,3,5,1,2,4,5,5,3,5,"lorem",2,3.8181818181818183
"lorem 971","F",1,2,2,4,3,2,1,5,4,2,1,3,4,1,3,4,5,2,4,4,5,"lorem",3,2.9545454545454546
"lorem 972","F",3,3,4,4,4,4,3,4,1,1,2,1,4,2,5,5,5,4,3,3,1,"lorem",3,3.1363636363636362
"lorem 973","F",5,4,3,4,4,4,4,3,5,2,5,4,2,5,2,2,4,4,2,2,3,"lorem",2,3.409090909090909
"lorem 974","F",2,5,1,5,3,1,4,5,2,2,1,1,4,5,2,3,4,2,2,2,4,"lorem",3,2.8636363636363638
"lorem 975","M",1,3,3,1,1,3,5,4,2,3,1,4,3,1,3,3,1,1,5,1,1,"lorem",4,2.4545454545454546
"lorem 976","M",5,5,5,4,5,3,4,5,4,5,3,1,4,4,3,5,3,3,2,5,4,"lorem",3,3.8636363636363638
"lorem 977","M",2,5,4,4,4,5,1,4,5,2,1,5,1,1,3,5,3,3,2,3,5,"lorem",1,3.1363636363636362
"lorem 978","M",5,1,5,2,1,4,3,2,1,1,4,1,1,5,2,5,3,1,3,4,1,"lorem",3,2.6363636363636362
"lorem 979","M",4,2,1,1,4,1,2,4,1,3,4,4,1,2,3,4,2,5,5,3,3,"lorem",1,2.727272727272727
"lorem 980","F",5,4,1,3,4,1,1,2,2,3,1,5,3,2,3,5,5,4,1,2,5,"lorem",5,3.0454545454545454
"lorem 981","M",2,4,1,2,5,2,1,4,1,2,1,3,2,1,4,4,5,4,2,2,5,"lorem",1,2.6363636363636362
"lorem 982","M",5,5,3,3,3,4,1,1,5,1,3,1,3,5,5,4,3,1,5,2,3,"lorem",3,3.1363636363636362
"lorem 983","F",2,3,1,2,1,1,2,1,5,4,3,5,1,1,4,4,2,3,3,4,2,"lorem",1,2.5
"lorem 984","F",5,3,4,1,4,1,3,5,3,3,3,1,5,1,5,4,3,2,1,4,2,"lorem",4,3.0454545454545454
"lorem 985","F",3,1,1,4,2,2,4,1,2,5,4,5,4,2,3,3,3,3,1,5,2,"lorem",1,2.772727272727273
"lorem 986","F",2,5,3,2,5,1,1,5,3,4,4,1,5,1,2,3,5,5,1,1,4,"lorem",2,2.9545454545454546
"lorem 987","M",1,4,2,3,2,3,4,4,1,5,2,5,3,3,1,1,3,3,3,1,4,"lorem",5,2.8636363636363638
"lorem 988","F",5,4,4,3,4,1,4,4,2,1,5,5,1,2,1,1,5,4,5,5,3,"lorem",3,3.272727272727273
"lorem 989","M",3,4,5,4,2,2,5,2,5,3,5,1,5,1,5,5,5,3,2,5,4,"lorem",3,3.590909090909091
"lorem 990","F",5,3,4,4,1,1,3,1,4,2,1,4,4,3,4,1,5,4,5,2,4,"lorem",4,3.1363636363636362
"lorem 991","F",4,5,1,1,5,5,4,5,5,5,1,2,1,1,4,2,2,4,4,2,1,"lorem",1,2.9545454545454546
"lorem 992","F",3,3,4,5,3,3,5,1,4,1,2,3,3,2,5,3,2,2,5,2,2,"lorem",4,3.0454545454545454
"lorem 993","F",4,2,3,3,2,3,3,1,3,5,5,2,1,3,2,3,3,5,3,5,2,"lorem",5,3.090909090909091
"lorem 994","M",3,2,5,4,3,5,1,1,2,2,1,1,1,5,2,3,2,5,2,2,2,"lorem",4,2.6363636363636362
"lorem 995","M",1,1,1,4,1,5,1,4,3,1,2,4,4,2,4,1,1,1,4,2,1,"lorem",3,2.3181818181818183
"lorem 996","M",1,3,2,5,5,3,4,5,4,4,5,3,5,1,2,5,2,4,3,1,1,"lorem",3,3.227272727272727
"lorem 997","M",1,5,3,2,4,2,2,2,5,5,2,5,5,1,5,5,3,1,3,4,1,"lorem",1,3.0454545454545454
"lorem 998","M",3,5,1,3,2,4,1,5,5,3,1,5,5,1,2,5,4,3,1,1,1,"lorem",3,2.909090909090909
"lorem 999","F",4,2,5,5,4,2,4,2,2,2,4,4,2,3,3,2,3,2,3,2,4,"lorem",2,3
"lorem 1000","M",1,5,4,1,4,3,4,1,2,1,1,1,3,1,3,3,4,5,3,2,4,"lorem",5,2.772727272727273
"lorem 1001","M",3,2,4,5,2,1,5,2,1,5,4,1,2,2,5,3,2,3,4,5,5,"lorem",3,3.1363636363636362
"lorem 1002","F",5,2,1,1,5,4,2,1,4,1,1,5,5,5,1,3,5,1,3,5,5,"lorem",1,3
"lorem 1003","F",3,1,2,5,3,2,3,1,2,1,1,3,4,2,2,1,4,4,1,4,3,"lorem",3,2.5
"lorem 1004","F",1,1,1,3,4,5,5,4,5,1,1,5,1,3,1,1,5,3,1,3,3,"lorem",4,2.772727272727273
"lorem 1005","F",2,3,2,3,1,5,3,3,4,1,1,2,1,3,2,5,4,2,2,3,1,"lorem",3,2.5454545454545454
"lorem 1006","M",3,4,1,4,1,4,3,5,3,1,3,2,2,2,4,5,5,2,5,3,4,"lorem",3,3.1363636363636362
"lorem 1007","F",3,2,4,1,1,1,2,3,1,4,2,3,3,4,2,5,2,2,3,4,1,"lorem",2,2.5
"lorem 1008","M",5,4,2,5,2,5,4,3,1,4,4,2,4,1,5,2,2,4,4,4,1,"lorem",5,3.3181818181818183
"lorem 1009","F",5,2,5,1,3,1,5,3,3,5,5,5,1,5,1,4,1,5,2,4,5,"lorem",5,3.4545454545454546
"lorem 1010","F",2,2,2,3,3,1,1,3,3,1,3,2,1,4,4,5,3,2,1,3,3,"lorem",1,2.409090909090909
"lorem 1011","F",3,4,5,3,2,4,3,5,5,4,1,5,4,1,5,5,1,1,3,5,5,"lorem",5,3.590909090909091
"lorem 1012","F",5,2,1,1,4,2,3,1,5,3,4,3,4,5,2,4,4,1,3,5,5,"lorem",5,3.272727272727273
"lorem 1013","M",1,2,4,1,5,4,3,2,1,5,1,1,5,2,5,2,3,1,2,5,2,"lorem",3,2.727272727272727
"lorem 1014","M",4,4,1,3,2,5,3,4,3,1,4,4,2,5,4,5,4,2,3,4,2,"lorem",5,3.3636363636363638
"lorem 1015","M",4,4,5,5,5,4,1,2,4,5,3,2,2,4,4,3,4,3,5,4,2,"lorem",3,3.5454545454545454
"lorem 1016","M",1,5,4,5,2,4,2,2,5,1,2,3,3,4,3,4,5,4,2,2,1,"lorem",5,3.1363636363636362
"lorem 1017","M",1,5,3,1,1,2,5,5,3,4,3,2,3,3,2,2,5,2,2,1,3,"lorem",4,2.8181818181818183
"lorem 1018","F",4,1,4,3,3,3,5,4,3,3,5,2,1,1,2,1,1,2,3,3,2,"lorem",4,2.727272727272727
"lorem 1019","M",1,4,4,3,5,3,3,1,3,2,1,3,5,5,4,3,4,3,4,2,4,"lorem",1,3.090909090909091
"lorem 1020","M",1,4,3,1,2,4,5,2,3,3,4,4,1,5,2,2,4,2,2,3,2,"lorem",1,2.727272727272727
"lorem 1021","F",1,2,1,5,4,5,1,3,1,2,1,4,4,2,3,5,2,1,5,4,1,"lorem",5,2.8181818181818183
"lorem 1022","F",3,5,5,2,2,4,2,3,3,4,1,4,2,2,3,1,5,5,2,2,4,"lorem",1,2.9545454545454546
"lorem 1023","F",5,1,3,5,2,3,1,3,4,3,5,4,3,4,4,2,2,1,5,5,4,"lorem",5,3.3636363636363638
"lorem 1024","F",3,5,1,1,1,3,4,4,1,2,1,2,4,2,5,1,5,5,3,1,3,"lorem",5,2.8181818181818183
"lorem 1025","M",1,1,1,3,4,3,2,2,3,4,3,4,1,1,2,3,2,5,5,2,3,"lorem",1,2.5454545454545454
"lorem 1026","F",3,5,4,5,2,5,5,2,4,5,5,2,4,1,1,3,1,1,1,4,5,"lorem",3,3.227272727272727
"lorem 1027","M",4,4,5,2,5,1,3,1,1,1,1,5,2,1,1,5,4,5,5,2,3,"lorem",1,2.8181818181818183
"lorem 1028","F",1,4,3,4,5,2,5,5,3,5,5,4,2,5,2,1,5,5,4,2,4,"lorem",5,3.6818181818181817
"lorem 1029","F",1,5,1,1,2,4,3,4,5,4,3,3,3,4,3,5,4,4,2,2,2,"lorem",4,3.1363636363636362
"lorem 1030","F",4,5,5,3,4,3,1,1,4,1,2,3,2,4,3,5,4,1,4,2,5,"lorem",5,3.227272727272727
"lorem 1031","F",4,2,5,4,4,2,2,1,4,5,1,3,3,2,2,2,3,2,4,4,3,"lorem",2,2.909090909090909
"lorem 1032","M",2,4,5,5,1,3,3,3,1,1,3,1,3,4,1,4,5,2,4,5,2,"lorem",5,3.0454545454545454
"lorem 1033","M",1,5,3,1,5,1,3,4,3,1,3,1,5,1,2,5,5,5,3,2,1,"lorem",1,2.772727272727273
"lorem 1034","M",2,3,2,3,4,4,5,1,4,4,3,5,2,5,5,1,1,3,4,5,5,"lorem",2,3.3181818181818183
"lorem 1035","M",3,2,1,1,3,4,3,3,3,5,5,2,4,5,4,4,3,2,5,2,4,"lorem",3,3.227272727272727
"lorem 1036","M",1,2,2,3,2,3,1,5,2,3,5,1,2,2,1,1,5,2,2,2,3,"lorem",3,2.409090909090909
"lorem 1037","F",5,2,3,1,4,4,3,1,4,3,4,5,3,2,4,3,4,5,2,5,2,"lorem",3,3.272727272727273
"lorem 1038","M",3,1,5,5,5,3,1,4,5,5,4,5,5,1,5,3,2,5,1,5,3,"lorem",1,3.5
"lorem 1039","M",5,2,1,4,2,4,3,1,5,1,5,5,4,4,5,5,3,1,3,4,4,"lorem",5,3.4545454545454546
"lorem 1040","F",2,4,3,4,2,4,4,3,4,5,5,5,3,1,2,4,5,3,3,5,3,"lorem",2,3.4545454545454546
"lorem 1041","F",5,4,1,4,5,4,2,3,3,1,1,5,2,3,5,2,4,1,3,4,1,"lorem",4,3.0454545454545454
"lorem 1042","F",2,5,1,5,1,4,4,5,5,1,5,1,2,3,2,1,1,1,4,1,4,"lorem",1,2.6818181818181817
"lorem 1043","F",5,3,1,2,1,1,3,2,4,3,3,1,3,2,1,4,1,4,1,3,1,"lorem",1,2.272727272727273
